Data da Venda,Nome do Produto,Categoria do Produto,Preço Unitário do Produto,Custo de Produção Unitário,Quantidade Vendida,Nome do Funcionário,Região do Fast Food,Tempo de Atendimento (min),Tipo de Atendimento,Nome do Cliente,Idade do Cliente,Gênero do Cliente,Email do Cliente,Valor Total de Venda,Custo Total de Produção,Lucro,Horário do Pedido,Estado
05/05/2022, Milkshake  ,Sobremesa ,10.99,5,10,Amanda Hopkins,Centro,13,Drive-Thru,Mary Wilson,37,Feminino,davisjacob@gmail.com,109.9,50,59.900000000000006,Noite,Illinois (IL)
10/11/2022, Batata Frita  ,Acompanhamento ,9.99,3,9,Julie Holden,Oeste,1,Drive-Thru,Nicholas Dean,35,Feminino,qlewis@hotmail.com,89.91,27,62.91,Noite,California (CA)
04/12/2023, Refrigerante  ,Bebida ,4.99,1,8,Jodi Jones,Norte,14,Balcão,Mary Hansen,61,Feminino,amybeltran@graham-berry.info,39.92,8,31.92,Noite,New York (NY)
11/28/2022, Sundae  ,Sobremesa ,7.99,3,2,Kristen Nichols,Sul,5,Drive-Thru,Evan Gill,62,Masculino,robert57@hotmail.com,15.98,6,9.98,Noite,Texas (TX)
03/10/2023, Refrigerante  ,Bebida ,4.99,1,7,John Richardson,Norte,14,Drive-Thru,Cameron Smith,46,Masculino,simpsonjessica@gmail.com,34.93,7,27.93,Noite,New York (NY)
07/01/2022, Milkshake  ,Sobremesa ,10.99,5,10,Alicia Cervantes,Sul,14,Delivery,Steven Woods,59,Masculino,prestonarthur@kennedy.org,109.9,50,59.900000000000006,Noite,Texas (TX)
06/13/2023, Batata Frita  ,Acompanhamento ,9.99,3,9,William Carlson,Centro,3,Balcão,Jose Juarez,28,Feminino,tpatel@alexander.com,89.91,27,62.91,Noite,Illinois (IL)
07/01/2023, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,2,Kathy Johnson,Sul,8,Delivery,Joseph Kelly,55,Masculino,salazarrebecca@hotmail.com,39.98,20,19.98,Noite,Texas (TX)
06/30/2023, Batata Frita  ,Acompanhamento ,9.99,3,4,Jeffrey West MD,Sul,13,Balcão,Frank Wood,67,Masculino,xramirez@yahoo.com,39.96,12,27.96,Noite,Texas (TX)
08/02/2023, Refrigerante  ,Bebida ,4.99,1,9,Melinda Ellis,Sul,12,Drive-Thru,Scott Alvarez,51,Feminino,nashreginald@rios.com,44.91,9,35.910000000000004,Noite,Texas (TX)
05/09/2023, Refrigerante  ,Bebida ,4.99,1,4,Robert Miranda,Sul,8,Drive-Thru,Patricia Smith,65,Feminino,kathy18@gilbert.org,19.96,4,15.96,Noite,Texas (TX)
02/17/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,3,Nathan Rodriguez,Leste,15,Drive-Thru,Andrew Myers,19,Masculino,daniel72@gmail.com,44.97,21,23.97,Noite,Florida (FL)
07/26/2022, Refrigerante  ,Bebida ,4.99,1,10,Brandon Powell,Leste,8,Delivery,Dalton Gordon,57,Masculino,melodypetersen@harris-boone.org,49.900000000000006,10,39.900000000000006,Noite,Florida (FL)
12/01/2021, Sundae  ,Sobremesa ,7.99,3,1,Zachary Gibson,Oeste,8,Delivery,Christian Walters,39,Masculino,richard75@buckley.info,7.99,3,4.99,Noite,California (CA)
06/23/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,2,Kelly Adams,Norte,12,Delivery,Kathleen Chavez,24,Masculino,eproctor@hotmail.com,29.98,14,15.98,Noite,New York (NY)
02/10/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,9,Harold Johnson,Oeste,3,Balcão,Jason Johnson,29,Masculino,gary45@yahoo.com,134.91,63,71.91,Noite,California (CA)
05/28/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,7,Lindsay Holder,Leste,1,Delivery,Lauren Carr,57,Feminino,brandiedwards@gmail.com,139.92999999999998,70,69.92999999999998,Noite,Florida (FL)
07/09/2023, Batata Frita  ,Acompanhamento ,9.99,3,7,Patricia Young,Norte,1,Drive-Thru,Aaron Mccullough,35,Feminino,krodriguez@hotmail.com,69.93,21,48.93000000000001,Noite,New York (NY)
05/30/2023, Milkshake  ,Sobremesa ,10.99,5,6,Robin White,Sul,12,Balcão,Jacob Lawson,48,Feminino,corey41@mitchell.com,65.94,30,35.94,Noite,Texas (TX)
06/06/2023, Sundae  ,Sobremesa ,7.99,3,2,Austin Snyder,Leste,12,Drive-Thru,Michele Ortiz,35,Feminino,deantimothy@grant-tran.org,15.98,6,9.98,Noite,Florida (FL)
08/16/2022, Batata Frita  ,Acompanhamento ,9.99,3,6,Barbara Brown,Oeste,1,Drive-Thru,Rebecca Woods,25,Feminino,mendezjennifer@gmail.com,59.94,18,41.94,Noite,California (CA)
11/05/2022, Milkshake  ,Sobremesa ,10.99,5,1,Brittany Brown,Sul,2,Balcão,Adam Farrell,62,Masculino,saraguerrero@yahoo.com,10.99,5,5.99,Noite,Texas (TX)
07/06/2023, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,1,Pamela Wheeler,Leste,5,Balcão,Linda Burns,48,Feminino,sandovalmichael@johnson.com,19.99,10,9.989999999999998,Noite,Florida (FL)
04/14/2022, Batata Frita  ,Acompanhamento ,9.99,3,1,Nathaniel Morales,Centro,4,Drive-Thru,Cody Powell,46,Feminino,bartonjessica@gmail.com,9.99,3,6.99,Noite,Illinois (IL)
09/10/2022, Refrigerante  ,Bebida ,4.99,1,6,William Hernandez,Norte,6,Balcão,Andrew Powell,21,Feminino,susan51@french-jenkins.com,29.94,6,23.94,Noite,New York (NY)
12/22/2022, Milkshake  ,Sobremesa ,10.99,5,2,Willie Mayo,Leste,15,Balcão,Michelle Lam,32,Feminino,cmccarthy@lawrence.com,21.98,10,11.98,Noite,Florida (FL)
02/14/2023, Batata Frita  ,Acompanhamento ,9.99,3,6,Diana Davis,Centro,6,Drive-Thru,Stephanie Taylor,31,Masculino,james37@montgomery.com,59.94,18,41.94,Noite,Illinois (IL)
12/31/2021, Refrigerante  ,Bebida ,4.99,1,7,Mary Hardy,Centro,9,Balcão,Jason Savage,25,Masculino,myersmarcia@hotmail.com,34.93,7,27.93,Noite,Illinois (IL)
05/21/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,4,Alan Mcclain,Centro,4,Delivery,Jordan Morales,46,Feminino,flambert@yahoo.com,59.96,28,31.96,Noite,Illinois (IL)
08/05/2022, Sundae  ,Sobremesa ,7.99,3,1,Alexander Henderson,Leste,1,Delivery,Julian Ray,47,Masculino,brian99@yahoo.com,7.99,3,4.99,Noite,Florida (FL)
03/11/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,4,Patricia Cantrell,Norte,14,Drive-Thru,Sarah Young,21,Masculino,dennishernandez@yahoo.com,59.96,28,31.96,Noite,New York (NY)
12/30/2021, Milkshake  ,Sobremesa ,10.99,5,1,Kristopher Foster,Sul,3,Drive-Thru,Claire Lewis,51,Feminino,mleon@austin-martin.com,10.99,5,5.99,Noite,Texas (TX)
12/26/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,6,Maxwell Lambert,Norte,5,Balcão,Terri Cox,40,Feminino,shawchristian@gmail.com,89.94,42,47.94,Noite,New York (NY)
11/15/2022, Batata Frita  ,Acompanhamento ,9.99,3,4,Melanie Burke,Sul,9,Delivery,Steven Thomas,48,Masculino,amanda02@yahoo.com,39.96,12,27.96,Noite,Texas (TX)
04/24/2023, Batata Frita  ,Acompanhamento ,9.99,3,9,Vanessa Perez,Centro,4,Delivery,Marc Martinez,19,Masculino,donna91@yahoo.com,89.91,27,62.91,Noite,Illinois (IL)
06/05/2023, Batata Frita  ,Acompanhamento ,9.99,3,7,Louis Miller,Sul,1,Drive-Thru,Michelle Smith,33,Masculino,perezsamuel@yahoo.com,69.93,21,48.93000000000001,Noite,Texas (TX)
12/02/2021, Refrigerante  ,Bebida ,4.99,1,2,Joseph Hubbard,Centro,1,Drive-Thru,Courtney Benitez,64,Masculino,wolfeamanda@yahoo.com,9.98,2,7.98,Noite,Illinois (IL)
05/07/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,9,Brenda Ochoa,Centro,5,Balcão,Angela Gates,45,Masculino,vargaslori@ferguson-wu.com,134.91,63,71.91,Noite,Illinois (IL)
10/20/2021, Hambúrguer Simples  ,Hambúrguer ,14.99,7,4,Nicole Glover,Oeste,2,Drive-Thru,Desiree Everett,24,Masculino,reednatalie@mora.net,59.96,28,31.96,Noite,California (CA)
10/25/2022, Milkshake  ,Sobremesa ,10.99,5,5,April Perkins,Oeste,9,Balcão,Victoria Washington,19,Masculino,bcherry@gmail.com,54.95,25,29.950000000000003,Noite,California (CA)
11/24/2022, Sundae  ,Sobremesa ,7.99,3,4,Ms. Jennifer Flores,Leste,1,Delivery,Robert Diaz,55,Feminino,jim67@nelson.biz,31.96,12,19.96,Noite,Florida (FL)
01/17/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,7,Christopher Frazier,Norte,3,Drive-Thru,Angela Smith,65,Feminino,fdunn@anderson-avila.com,104.93,49,55.93000000000001,Noite,New York (NY)
05/29/2023, Sundae  ,Sobremesa ,7.99,3,10,Chad Lucas,Sul,4,Delivery,Kayla Miller,63,Masculino,reynoldschristina@hotmail.com,79.9,30,49.900000000000006,Noite,Texas (TX)
05/21/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,8,Carlos Pearson,Norte,2,Delivery,Jennifer Lang,57,Feminino,kgonzalez@hall-holmes.biz,159.92,80,79.91999999999999,Noite,New York (NY)
09/13/2023, Refrigerante  ,Bebida ,4.99,1,5,Christopher Deleon,Centro,11,Drive-Thru,Alicia Nguyen,62,Masculino,pattersonshelly@price.net,24.950000000000003,5,19.950000000000003,Noite,Illinois (IL)
04/25/2023, Milkshake  ,Sobremesa ,10.99,5,8,John Castro,Norte,3,Delivery,Julie Huang,56,Feminino,matthewbaldwin@hotmail.com,87.92,40,47.92,Noite,New York (NY)
11/07/2021, Sundae  ,Sobremesa ,7.99,3,10,Lisa Mills,Norte,5,Balcão,Alexander Young,18,Masculino,caroline00@james.biz,79.9,30,49.900000000000006,Noite,New York (NY)
06/16/2022, Milkshake  ,Sobremesa ,10.99,5,10,Kristin Norris,Leste,15,Delivery,Andrew Alvarado,34,Masculino,dalton58@gmail.com,109.9,50,59.900000000000006,Noite,Florida (FL)
01/25/2022, Milkshake  ,Sobremesa ,10.99,5,1,Brenda Cruz,Leste,12,Balcão,Christian Keith,25,Masculino,ggarcia@gmail.com,10.99,5,5.99,Noite,Florida (FL)
08/01/2023, Sundae  ,Sobremesa ,7.99,3,4,Bobby Berg,Norte,2,Delivery,Michelle Allen,36,Masculino,washingtonfrederick@gmail.com,31.96,12,19.96,Noite,New York (NY)
06/04/2022, Refrigerante  ,Bebida ,4.99,1,7,John May,Norte,7,Delivery,Daniel Hernandez PhD,37,Feminino,hmartin@gmail.com,34.93,7,27.93,Noite,New York (NY)
01/27/2022, Sundae  ,Sobremesa ,7.99,3,7,Thomas Bailey,Norte,7,Drive-Thru,Bradley Madden,70,Masculino,jesusjimenez@small-gray.net,55.93,21,34.93,Noite,New York (NY)
10/28/2021, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,10,Michael Weaver,Leste,3,Drive-Thru,Katherine Baxter,69,Feminino,frankcurry@yahoo.com,199.9,100,99.89999999999998,Noite,Florida (FL)
08/05/2023, Batata Frita  ,Acompanhamento ,9.99,3,4,Thomas Hernandez,Leste,2,Balcão,Daniel Joyce,44,Feminino,petersonmarilyn@gmail.com,39.96,12,27.96,Noite,Florida (FL)
10/12/2022, Milkshake  ,Sobremesa ,10.99,5,5,Sonya Lee,Sul,10,Delivery,Gina Silva,40,Masculino,udaniels@castillo-wall.info,54.95,25,29.950000000000003,Noite,Texas (TX)
07/15/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,10,Scott Brock,Norte,14,Delivery,Jodi Preston,50,Feminino,rgay@brown.com,199.9,100,99.89999999999998,Noite,New York (NY)
04/01/2023, Sundae  ,Sobremesa ,7.99,3,4,Alexis Harrison,Leste,5,Delivery,Dominique Gross,48,Feminino,teresajackson@robinson.info,31.96,12,19.96,Noite,Florida (FL)
09/21/2022, Batata Frita  ,Acompanhamento ,9.99,3,2,Melissa Aguilar,Leste,3,Balcão,Kevin Wood,53,Masculino,loricollins@gmail.com,19.98,6,13.98,Noite,Florida (FL)
04/03/2023, Milkshake  ,Sobremesa ,10.99,5,9,Robert Webb,Sul,9,Delivery,Angela Mathews,58,Masculino,steven63@cunningham.info,98.91,45,53.91,Noite,Texas (TX)
11/21/2021, Hambúrguer Simples  ,Hambúrguer ,14.99,7,1,Julie Tran,Sul,10,Drive-Thru,Lori Bryan,33,Feminino,williamsmary@manning.com,14.99,7,7.99,Noite,Texas (TX)
03/21/2022, Milkshake  ,Sobremesa ,10.99,5,8,Anthony Morrison,Norte,10,Balcão,Jennifer Miller,18,Feminino,hornjohn@hotmail.com,87.92,40,47.92,Noite,New York (NY)
12/03/2021, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,1,Michelle Bailey,Sul,3,Drive-Thru,David Watts,62,Masculino,markthomas@simmons.com,19.99,10,9.989999999999998,Noite,Texas (TX)
10/11/2021, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,7,Christine Smith,Centro,13,Balcão,Mr. Collin Moreno MD,54,Feminino,kscott@cunningham.com,139.92999999999998,70,69.92999999999998,Noite,Illinois (IL)
05/09/2022, Milkshake  ,Sobremesa ,10.99,5,6,Adam Walton,Oeste,5,Delivery,Brandon Walker,43,Masculino,alicia57@gmail.com,65.94,30,35.94,Noite,California (CA)
02/14/2022, Sundae  ,Sobremesa ,7.99,3,10,Andrea Charles,Sul,2,Delivery,Gregory Collins,53,Feminino,clarkjoanne@white.com,79.9,30,49.900000000000006,Noite,Texas (TX)
10/18/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,7,Timothy Mendoza,Sul,7,Balcão,Jennifer Fleming,46,Feminino,fishercory@hotmail.com,139.92999999999998,70,69.92999999999998,Noite,Texas (TX)
01/05/2023, Batata Frita  ,Acompanhamento ,9.99,3,9,Sandra Andersen,Sul,7,Delivery,Ariel Molina,28,Masculino,lynn62@hotmail.com,89.91,27,62.91,Noite,Texas (TX)
11/22/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,10,Luke Sanders,Oeste,13,Drive-Thru,Ian Meyer,33,Feminino,pearsoncourtney@gmail.com,199.9,100,99.89999999999998,Noite,California (CA)
04/27/2023, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,8,Christie Barnett,Centro,6,Drive-Thru,Annette Hansen,53,Feminino,vlawrence@yahoo.com,159.92,80,79.91999999999999,Noite,Illinois (IL)
10/10/2022, Milkshake  ,Sobremesa ,10.99,5,6,Wanda Phillips,Sul,8,Drive-Thru,Nicholas Stevens,66,Feminino,smithkyle@cruz.com,65.94,30,35.94,Noite,Texas (TX)
01/11/2023, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,8,Alison Thomas,Leste,5,Delivery,Michelle Yang,67,Feminino,matthew47@gmail.com,159.92,80,79.91999999999999,Noite,Florida (FL)
03/05/2022, Milkshake  ,Sobremesa ,10.99,5,6,Jason Harmon,Centro,10,Balcão,Stacy Calderon,22,Masculino,chloe92@hotmail.com,65.94,30,35.94,Noite,Illinois (IL)
03/31/2022, Sundae  ,Sobremesa ,7.99,3,10,Anthony Cruz,Oeste,4,Delivery,Nichole Phillips,48,Feminino,james02@gmail.com,79.9,30,49.900000000000006,Noite,California (CA)
06/11/2023, Sundae  ,Sobremesa ,7.99,3,3,Ryan Frank,Oeste,6,Balcão,Mariah Miller,60,Feminino,nathanielsalazar@gmail.com,23.97,9,14.97,Noite,California (CA)
06/19/2023, Batata Frita  ,Acompanhamento ,9.99,3,4,Richard Knight,Sul,13,Delivery,John Cline,70,Feminino,jessemeyer@willis.com,39.96,12,27.96,Noite,Texas (TX)
05/02/2023, Sundae  ,Sobremesa ,7.99,3,5,Charlotte Williams,Norte,10,Drive-Thru,Jeffrey Vance,26,Feminino,morganmartin@daniels.com,39.95,15,24.950000000000003,Noite,New York (NY)
08/29/2023, Refrigerante  ,Bebida ,4.99,1,1,Mary Wood,Oeste,15,Delivery,Justin Guerrero,64,Feminino,savagejose@hotmail.com,4.99,1,3.99,Noite,California (CA)
12/11/2022, Batata Frita  ,Acompanhamento ,9.99,3,8,Laurie Hill,Leste,8,Delivery,Katelyn Williamson,44,Masculino,sharonlopez@gmail.com,79.92,24,55.92,Noite,Florida (FL)
07/21/2023, Batata Frita  ,Acompanhamento ,9.99,3,7,Alicia Warren,Norte,10,Delivery,Donald Bullock,44,Masculino,cwalker@schmidt.com,69.93,21,48.93000000000001,Noite,New York (NY)
09/29/2023, Refrigerante  ,Bebida ,4.99,1,8,Eric Hart,Centro,2,Balcão,Mrs. Stephanie Armstrong,52,Feminino,pcalderon@warren.com,39.92,8,31.92,Noite,Illinois (IL)
03/28/2022, Sundae  ,Sobremesa ,7.99,3,5,Matthew Jackson,Norte,4,Balcão,Rachael Johnson,32,Feminino,hillbrittany@yahoo.com,39.95,15,24.950000000000003,Noite,New York (NY)
06/24/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,6,Kara Boone,Sul,8,Delivery,Jessica Mendoza,32,Masculino,hardytina@henson-jones.com,119.94,60,59.94,Noite,Texas (TX)
04/17/2022, Batata Frita  ,Acompanhamento ,9.99,3,5,Edwin Johnson,Norte,9,Delivery,Kathleen Miller,70,Feminino,kimberly86@allen-myers.com,49.95,15,34.95,Noite,New York (NY)
06/27/2023, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,4,Christine Woods,Centro,4,Delivery,Ashley Salinas,64,Feminino,villarrealsarah@padilla.biz,79.96,40,39.96,Noite,Illinois (IL)
11/22/2022, Milkshake  ,Sobremesa ,10.99,5,8,Mr. Hunter Potter,Leste,15,Drive-Thru,Christopher Osborne,46,Masculino,jennifer65@gmail.com,87.92,40,47.92,Noite,Florida (FL)
07/01/2023, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,6,Bethany Gray,Norte,14,Balcão,Jennifer Lopez,29,Masculino,mmitchell@yahoo.com,119.94,60,59.94,Noite,New York (NY)
03/26/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,1,Angela Sandoval,Oeste,5,Balcão,Lorraine Mendoza,31,Masculino,christopherperry@garcia.com,19.99,10,9.989999999999998,Noite,California (CA)
08/10/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,8,Dr. Melody Stafford,Oeste,11,Delivery,Linda Kim,45,Feminino,robert34@gmail.com,119.92,56,63.92,Noite,California (CA)
01/22/2023, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,6,Alan Brown,Leste,10,Drive-Thru,Elizabeth Hancock,30,Feminino,riveraapril@church.biz,119.94,60,59.94,Noite,Florida (FL)
08/18/2023, Refrigerante  ,Bebida ,4.99,1,8,Julie Marquez,Oeste,2,Delivery,Lawrence Delgado II,59,Feminino,jennifer78@sweeney-adams.org,39.92,8,31.92,Noite,California (CA)
11/14/2021, Milkshake  ,Sobremesa ,10.99,5,4,Ronald Taylor,Oeste,14,Balcão,Rachel Mullen,69,Masculino,cobbwendy@hotmail.com,43.96,20,23.96,Noite,California (CA)
07/29/2023, Sundae  ,Sobremesa ,7.99,3,5,Larry Robertson,Sul,7,Drive-Thru,Maurice Smith,60,Feminino,mejiarobert@gmail.com,39.95,15,24.950000000000003,Noite,Texas (TX)
04/23/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,8,William Thomas,Centro,13,Balcão,Dawn Gibson,57,Feminino,deckerscott@yahoo.com,119.92,56,63.92,Noite,Illinois (IL)
01/09/2023, Sundae  ,Sobremesa ,7.99,3,8,Kimberly Middleton,Oeste,15,Drive-Thru,Katie Burke,25,Feminino,kelly57@gmail.com,63.92,24,39.92,Noite,California (CA)
03/12/2023, Refrigerante  ,Bebida ,4.99,1,2,Barbara Castro,Sul,13,Drive-Thru,Elizabeth Mcintosh,53,Masculino,michaelvelez@hotmail.com,9.98,2,7.98,Noite,Texas (TX)
11/25/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,1,Neil Clark,Centro,15,Drive-Thru,John Guerrero,60,Masculino,edwardmoody@gmail.com,14.99,7,7.99,Noite,Illinois (IL)
03/09/2023, Sundae  ,Sobremesa ,7.99,3,1,Miss Lisa Johnson DVM,Leste,1,Balcão,Joel Frey,54,Feminino,williamssherry@phelps.com,7.99,3,4.99,Noite,Florida (FL)
06/13/2022, Refrigerante  ,Bebida ,4.99,1,9,Matthew Simmons,Leste,3,Delivery,Travis Guerra,67,Masculino,robertskristin@greer.com,44.91,9,35.910000000000004,Noite,Florida (FL)
10/10/2021, Milkshake  ,Sobremesa ,10.99,5,7,Matthew Ruiz,Norte,2,Drive-Thru,Nathaniel Flowers,53,Feminino,brittneyhardin@robertson-burch.com,76.93,35,41.93000000000001,Noite,New York (NY)
04/14/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,1,Nicholas Le,Leste,6,Delivery,Mrs. Michele Mcneil MD,36,Masculino,uhodge@hotmail.com,14.99,7,7.99,Noite,Florida (FL)
08/23/2022, Milkshake  ,Sobremesa ,10.99,5,4,Jimmy Garcia,Oeste,2,Delivery,Tyler Stafford,70,Masculino,bensonmatthew@richardson.com,43.96,20,23.96,Noite,California (CA)
06/12/2022, Sundae  ,Sobremesa ,7.99,3,7,Emily Campbell,Norte,9,Delivery,Stephanie Cohen,26,Feminino,veronica74@hotmail.com,55.93,21,34.93,Noite,New York (NY)
01/29/2023, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,3,Curtis Branch,Norte,4,Drive-Thru,Scott Henderson,33,Feminino,brianagallagher@kim-romero.com,59.97,30,29.97,Noite,New York (NY)
07/06/2023, Sundae  ,Sobremesa ,7.99,3,10,Gregory Wade,Leste,11,Drive-Thru,Karina Howard,36,Masculino,smithbrenda@yahoo.com,79.9,30,49.900000000000006,Noite,Florida (FL)
03/25/2022, Sundae  ,Sobremesa ,7.99,3,3,Julie Walters,Leste,11,Balcão,Austin Thomas,28,Masculino,samanthacallahan@yahoo.com,23.97,9,14.97,Noite,Florida (FL)
10/21/2021, Hambúrguer Simples  ,Hambúrguer ,14.99,7,1,Paul Lopez,Sul,2,Balcão,Kevin Carey,53,Feminino,nicolehudson@arnold.org,14.99,7,7.99,Noite,Texas (TX)
11/06/2021, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,2,Dustin Crane,Norte,14,Balcão,Lisa Jensen,42,Masculino,greenejonathan@yahoo.com,39.98,20,19.98,Noite,New York (NY)
10/10/2022, Refrigerante  ,Bebida ,4.99,1,9,Susan Paul,Centro,1,Drive-Thru,Kyle Martinez,66,Masculino,hawkinsrobert@hotmail.com,44.91,9,35.910000000000004,Noite,Illinois (IL)
10/05/2022, Refrigerante  ,Bebida ,4.99,1,5,Kyle Scott,Leste,4,Drive-Thru,Jacob Brown,40,Feminino,kmiller@bishop-torres.com,24.950000000000003,5,19.950000000000003,Noite,Florida (FL)
12/25/2021, Milkshake  ,Sobremesa ,10.99,5,8,Michael Gonzalez,Centro,3,Balcão,Vicki Williams,41,Masculino,xgarza@carlson.com,87.92,40,47.92,Noite,Illinois (IL)
04/02/2023, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,2,Jessica Thomas,Oeste,7,Delivery,Joseph Hendricks,55,Masculino,nancycoleman@smith.net,39.98,20,19.98,Noite,California (CA)
09/17/2023, Milkshake  ,Sobremesa ,10.99,5,1,Diane Bond,Norte,10,Balcão,Mr. Matthew Manning,34,Masculino,shane78@black.com,10.99,5,5.99,Noite,New York (NY)
07/09/2023, Refrigerante  ,Bebida ,4.99,1,2,Dana Walton,Leste,11,Balcão,Nicholas Alvarado,19,Feminino,wrodriguez@wolf.org,9.98,2,7.98,Noite,Florida (FL)
02/12/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,9,Michelle Foster,Norte,6,Balcão,Brian Martin,59,Feminino,amybender@holmes-brock.info,179.91,90,89.91,Noite,New York (NY)
12/13/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,7,Brent Anthony,Leste,2,Drive-Thru,Scott Glenn,46,Feminino,longkevin@gmail.com,104.93,49,55.93000000000001,Noite,Florida (FL)
10/14/2021, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,2,David Walker,Sul,14,Balcão,Melissa Neal,48,Masculino,anthonynavarro@gmail.com,39.98,20,19.98,Noite,Texas (TX)
11/10/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,4,Jay Doyle,Norte,15,Delivery,Jillian Payne,47,Feminino,warrenmichele@gmail.com,79.96,40,39.96,Noite,New York (NY)
12/22/2021, Milkshake  ,Sobremesa ,10.99,5,10,Karen Paul,Oeste,11,Drive-Thru,Joshua Mcclure,28,Masculino,hhiggins@gmail.com,109.9,50,59.900000000000006,Noite,California (CA)
11/29/2021, Refrigerante  ,Bebida ,4.99,1,5,William Lewis,Norte,9,Delivery,Kendra King,21,Masculino,wilsondaniel@hotmail.com,24.950000000000003,5,19.950000000000003,Noite,New York (NY)
12/23/2021, Batata Frita  ,Acompanhamento ,9.99,3,2,Jessica Harris,Oeste,8,Drive-Thru,Matthew Martinez,42,Masculino,amandagarrett@yahoo.com,19.98,6,13.98,Noite,California (CA)
12/21/2022, Batata Frita  ,Acompanhamento ,9.99,3,2,Robert Murphy,Sul,14,Drive-Thru,Andrew Vincent,47,Feminino,evansmegan@vargas.org,19.98,6,13.98,Noite,Texas (TX)
04/29/2022, Sundae  ,Sobremesa ,7.99,3,7,Mary Holmes,Leste,5,Drive-Thru,Stephanie James,45,Masculino,boltonrobert@hoffman.com,55.93,21,34.93,Noite,Florida (FL)
03/25/2023, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,7,Derek Williams,Norte,10,Delivery,Jamie Carter,33,Masculino,markbooker@yahoo.com,139.92999999999998,70,69.92999999999998,Noite,New York (NY)
10/08/2021, Sundae  ,Sobremesa ,7.99,3,8,Steven Miles,Norte,5,Delivery,Ann Rosario,65,Feminino,rmorris@hartman-craig.com,63.92,24,39.92,Noite,New York (NY)
05/15/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,3,Ashlee Morgan,Norte,11,Balcão,Nicholas Grant,26,Masculino,lorijohns@gmail.com,44.97,21,23.97,Noite,New York (NY)
03/27/2023, Batata Frita  ,Acompanhamento ,9.99,3,8,Donald Mueller,Centro,12,Balcão,Jason Dorsey,40,Feminino,jason87@yahoo.com,79.92,24,55.92,Noite,Illinois (IL)
11/07/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,6,Joe Wright,Oeste,13,Balcão,Kerry Rivera,68,Masculino,ashleyandrews@owens.biz,89.94,42,47.94,Noite,California (CA)
05/31/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,8,Kent Herrera,Centro,10,Delivery,Frederick Elliott,25,Masculino,jjenkins@hotmail.com,119.92,56,63.92,Noite,Illinois (IL)
10/25/2021, Refrigerante  ,Bebida ,4.99,1,9,Michael Vega,Oeste,5,Delivery,Edgar Carter,69,Masculino,walkerdouglas@castillo.info,44.91,9,35.910000000000004,Noite,California (CA)
04/27/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,4,Maria Webster,Leste,11,Balcão,Kathryn Blair MD,46,Masculino,weeksnicole@grimes.org,59.96,28,31.96,Noite,Florida (FL)
10/05/2022, Sundae  ,Sobremesa ,7.99,3,3,Ricky Phillips,Sul,6,Delivery,Francisco Nelson,29,Feminino,ianbell@scott-hughes.com,23.97,9,14.97,Noite,Texas (TX)
