Data da Venda,Nome do Produto,Categoria do Produto,Preço Unitário do Produto,Custo de Produção Unitário,Quantidade Vendida,Nome do Funcionário,Região do Fast Food,Tempo de Atendimento (min),Tipo de Atendimento,Nome do Cliente,Idade do Cliente,Gênero do Cliente,Valor Total de Venda,Custo Total de Produção,Lucro,Estado
2023-03-12,Batata Frita,Acompanhamento,9.99,3,1,Karen Zimmerman,Sul,4,Drive-Thru,Randy Khan,61,Feminino,9.99,3,6.99,Texas (TX)
2023-03-11,Refrigerante,Bebida,4.99,1,7,Christina Ford,Sul,4,Delivery,Sharon Mcintosh,39,Masculino,34.93,7,27.93,Texas (TX)
2022-08-23,Batata Frita,Acompanhamento,9.99,3,8,Donald Murillo,Oeste,2,Drive-Thru,Harry Anderson,59,Masculino,79.92,24,55.92,California (CA)
2022-01-14,Hambúrguer Simples,Hambúrguer,14.99,7,7,Mark Clay,Norte,9,Balcão,Allen Johnston,45,Feminino,104.93,49,55.93000000000001,New York (NY)
2023-09-25,Milkshake,Sobremesa,10.99,5,5,Allison Jones,Centro,13,Balcão,Brendan Campos,60,Masculino,54.95,25,29.950000000000003,Illinois (IL)
2023-06-03,Hambúrguer Simples,Hambúrguer,14.99,7,8,Jason Sanders,Sul,1,Drive-Thru,Jesse Riley,21,Feminino,119.92,56,63.92,Texas (TX)
2022-12-19,Hambúrguer Duplo,Hambúrguer,19.99,10,2,Larry Scott,Sul,9,Balcão,William Mitchell,35,Masculino,39.98,20,19.98,Texas (TX)
2022-02-04,Hambúrguer Simples,Hambúrguer,14.99,7,2,Stephen Richardson,Oeste,9,Drive-Thru,Eric Orr,65,Feminino,29.98,14,15.98,California (CA)
2023-08-08,Batata Frita,Acompanhamento,9.99,3,8,Mr. Joshua Sullivan,Oeste,5,Balcão,Todd Ferrell,45,Masculino,79.92,24,55.92,California (CA)
2023-02-09,Milkshake,Sobremesa,10.99,5,4,Emily Miller,Leste,6,Delivery,Stephanie Brown,58,Masculino,43.96,20,23.96,Florida (FL)
2022-10-16,Batata Frita,Acompanhamento,9.99,3,4,Jerome Warren,Leste,7,Delivery,Lisa Johnson,39,Feminino,39.96,12,27.96,Florida (FL)
2022-04-22,Hambúrguer Duplo,Hambúrguer,19.99,10,1,Donna Matthews,Norte,6,Balcão,Heidi Wilson DDS,25,Feminino,19.99,10,9.989999999999998,New York (NY)
2023-10-02,Refrigerante,Bebida,4.99,1,3,Linda Moss,Leste,12,Balcão,Patricia Robbins,34,Feminino,14.97,3,11.97,Florida (FL)
2022-03-18,Hambúrguer Duplo,Hambúrguer,19.99,10,6,Donald Guerra,Sul,2,Drive-Thru,Ryan Sutton,22,Feminino,119.94,60,59.94,Texas (TX)
2023-01-29,Sundae,Sobremesa,7.99,3,7,Destiny Mora,Norte,3,Balcão,Michelle David,41,Feminino,55.93,21,34.93,New York (NY)
2023-05-22,Hambúrguer Duplo,Hambúrguer,19.99,10,1,Alexa Torres,Norte,13,Drive-Thru,Melissa Ware,18,Feminino,19.99,10,9.989999999999998,New York (NY)
2022-06-08,Hambúrguer Simples,Hambúrguer,14.99,7,8,Brandon Coleman,Sul,5,Drive-Thru,David Finley,22,Feminino,119.92,56,63.92,Texas (TX)
2022-12-12,Hambúrguer Duplo,Hambúrguer,19.99,10,3,Patricia White,Sul,10,Drive-Thru,William Freeman,52,Masculino,59.97,30,29.97,Texas (TX)
2022-05-27,Batata Frita,Acompanhamento,9.99,3,2,Peggy Pena,Oeste,4,Delivery,Jaime Mendoza,56,Feminino,19.98,6,13.98,California (CA)
2023-01-07,Refrigerante,Bebida,4.99,1,5,Monica Riley,Oeste,14,Delivery,Johnny Melendez,50,Masculino,24.950000000000003,5,19.950000000000003,California (CA)
2021-11-10,Refrigerante,Bebida,4.99,1,3,Madeline Walker MD,Oeste,8,Delivery,Michelle Spencer,54,Feminino,14.97,3,11.97,California (CA)
2023-07-19,Hambúrguer Duplo,Hambúrguer,19.99,10,4,Catherine Parker DDS,Norte,7,Balcão,Elizabeth Howell MD,31,Feminino,79.96,40,39.96,New York (NY)
2023-03-14,Hambúrguer Duplo,Hambúrguer,19.99,10,6,Becky Perez,Leste,13,Delivery,James Wheeler MD,69,Feminino,119.94,60,59.94,Florida (FL)
2022-04-05,Hambúrguer Duplo,Hambúrguer,19.99,10,7,Catherine Brown,Leste,13,Balcão,Shelley Gonzalez,44,Masculino,139.92999999999998,70,69.92999999999998,Florida (FL)
2023-03-20,Refrigerante,Bebida,4.99,1,8,Dr. Andrew Davis,Oeste,12,Balcão,Alison Brown,33,Masculino,39.92,8,31.92,California (CA)
2023-04-30,Batata Frita,Acompanhamento,9.99,3,9,Regina Cuevas,Norte,5,Balcão,James Becker,63,Masculino,89.91,27,62.91,New York (NY)
2022-02-24,Refrigerante,Bebida,4.99,1,4,Elizabeth Maldonado,Sul,9,Delivery,Brian Hatfield,29,Feminino,19.96,4,15.96,Texas (TX)
2023-07-25,Hambúrguer Simples,Hambúrguer,14.99,7,5,Stacy Barrera,Sul,4,Delivery,Justin Harris,32,Feminino,74.95,35,39.95,Texas (TX)
2022-02-22,Milkshake,Sobremesa,10.99,5,7,Jonathan Hancock,Oeste,5,Delivery,Cindy Allen,48,Masculino,76.93,35,41.93000000000001,California (CA)
2023-03-28,Milkshake,Sobremesa,10.99,5,7,Dr. Nathaniel Baker DDS,Oeste,13,Delivery,Vicki Vance,42,Masculino,76.93,35,41.93000000000001,California (CA)
2022-02-02,Hambúrguer Simples,Hambúrguer,14.99,7,8,Paul Rivera,Sul,12,Drive-Thru,John Morales,57,Feminino,119.92,56,63.92,Texas (TX)
2023-05-23,Refrigerante,Bebida,4.99,1,6,Terri Fischer,Sul,14,Drive-Thru,Tammy Thompson,28,Masculino,29.94,6,23.94,Texas (TX)
2023-01-16,Batata Frita,Acompanhamento,9.99,3,10,Eduardo Ball,Oeste,3,Delivery,Mary Riley,55,Feminino,99.9,30,69.9,California (CA)
2022-11-28,Hambúrguer Duplo,Hambúrguer,19.99,10,10,Michael Jackson,Leste,9,Balcão,Patrick Mosley,55,Feminino,199.9,100,99.89999999999998,Florida (FL)
2023-03-03,Sundae,Sobremesa,7.99,3,8,Tina Cooper,Oeste,8,Balcão,James Moreno,41,Feminino,63.92,24,39.92,California (CA)
2023-01-23,Sundae,Sobremesa,7.99,3,5,Eric Richardson,Centro,2,Drive-Thru,Jennifer Arnold,33,Masculino,39.95,15,24.950000000000003,Illinois (IL)
2023-02-06,Sundae,Sobremesa,7.99,3,10,Bradley Owen,Norte,10,Delivery,Raymond Taylor,27,Feminino,79.9,30,49.900000000000006,New York (NY)
2023-04-11,Hambúrguer Duplo,Hambúrguer,19.99,10,10,Michael Jones,Sul,2,Balcão,Sara Fisher,69,Feminino,199.9,100,99.89999999999998,Texas (TX)
2022-04-17,Hambúrguer Simples,Hambúrguer,14.99,7,6,Sarah Ruiz,Centro,12,Delivery,Emily Williams,45,Masculino,89.94,42,47.94,Illinois (IL)
2022-09-17,Hambúrguer Duplo,Hambúrguer,19.99,10,3,William Collins,Leste,11,Balcão,Julia Jenkins,48,Masculino,59.97,30,29.97,Florida (FL)
2023-01-05,Refrigerante,Bebida,4.99,1,1,Tyler Norman,Sul,6,Drive-Thru,Keith Burns,25,Feminino,4.99,1,3.99,Texas (TX)
2023-03-19,Sundae,Sobremesa,7.99,3,6,David Frederick,Norte,14,Delivery,Melissa Schmidt,27,Masculino,47.94,18,29.94,New York (NY)
2022-11-29,Milkshake,Sobremesa,10.99,5,1,Angela Sutton,Sul,10,Delivery,Charles Hayden,18,Feminino,10.99,5,5.99,Texas (TX)
2023-07-10,Hambúrguer Duplo,Hambúrguer,19.99,10,7,Mary Peters,Norte,3,Balcão,Alison Crawford,19,Masculino,139.92999999999998,70,69.92999999999998,New York (NY)
2023-05-04,Batata Frita,Acompanhamento,9.99,3,5,Mark Rogers,Norte,8,Delivery,Raymond Parker,44,Masculino,49.95,15,34.95,New York (NY)
2021-12-13,Hambúrguer Simples,Hambúrguer,14.99,7,7,Dale Dougherty,Sul,11,Drive-Thru,Karen Peck,64,Feminino,104.93,49,55.93000000000001,Texas (TX)
2023-06-04,Sundae,Sobremesa,7.99,3,8,Ashley Bailey,Sul,2,Delivery,Susan Nelson,26,Masculino,63.92,24,39.92,Texas (TX)
2023-04-12,Refrigerante,Bebida,4.99,1,8,Emily Tran,Sul,14,Drive-Thru,Phillip Martin,51,Feminino,39.92,8,31.92,Texas (TX)
2022-04-16,Hambúrguer Simples,Hambúrguer,14.99,7,1,Martha Freeman,Norte,8,Balcão,Larry Lara,33,Masculino,14.99,7,7.99,New York (NY)
2022-09-15,Batata Frita,Acompanhamento,9.99,3,9,Kristen Young,Norte,14,Delivery,Mark Moore,18,Masculino,89.91,27,62.91,New York (NY)
2022-05-17,Refrigerante,Bebida,4.99,1,3,Robert Cuevas,Sul,7,Delivery,Joshua Jimenez,35,Masculino,14.97,3,11.97,Texas (TX)
2022-09-05,Milkshake,Sobremesa,10.99,5,3,Michael Williams,Leste,7,Balcão,Kristen Orr,70,Feminino,32.97,15,17.97,Florida (FL)
2023-09-13,Hambúrguer Simples,Hambúrguer,14.99,7,5,Joel Jones,Norte,6,Delivery,Chelsea Jackson,59,Feminino,74.95,35,39.95,New York (NY)
2023-05-15,Refrigerante,Bebida,4.99,1,4,Cynthia Knight,Centro,2,Drive-Thru,Connor Barnes,52,Feminino,19.96,4,15.96,Illinois (IL)
2022-12-04,Hambúrguer Simples,Hambúrguer,14.99,7,5,William Weaver,Centro,8,Balcão,Annette Mcdaniel,36,Masculino,74.95,35,39.95,Illinois (IL)
2022-05-19,Refrigerante,Bebida,4.99,1,2,Caleb Woods,Leste,15,Drive-Thru,Rachel Villarreal,33,Masculino,9.98,2,7.98,Florida (FL)
2023-03-14,Sundae,Sobremesa,7.99,3,10,Joshua Edwards,Sul,7,Drive-Thru,Joseph Young,42,Masculino,79.9,30,49.900000000000006,Texas (TX)
2023-07-19,Sundae,Sobremesa,7.99,3,2,Noah Simmons,Norte,10,Delivery,Adam Barnett,51,Masculino,15.98,6,9.98,New York (NY)
2021-12-12,Hambúrguer Duplo,Hambúrguer,19.99,10,2,Tracy Carlson,Oeste,5,Balcão,Donna Farmer,57,Feminino,39.98,20,19.98,California (CA)
2022-06-06,Milkshake,Sobremesa,10.99,5,8,Allison Jones,Norte,10,Drive-Thru,Jason Nguyen,54,Feminino,87.92,40,47.92,New York (NY)
2022-05-25,Milkshake,Sobremesa,10.99,5,8,Rebecca Thornton,Leste,9,Drive-Thru,Charles Butler,45,Masculino,87.92,40,47.92,Florida (FL)
2022-03-04,Refrigerante,Bebida,4.99,1,7,Rachel Conway,Centro,11,Drive-Thru,Wayne Harris,45,Feminino,34.93,7,27.93,Illinois (IL)
2022-10-19,Batata Frita,Acompanhamento,9.99,3,5,Stacy Hatfield,Oeste,3,Delivery,Sylvia Jones,46,Masculino,49.95,15,34.95,California (CA)
2021-11-01,Batata Frita,Acompanhamento,9.99,3,5,Jessica Curry,Leste,4,Delivery,Robert Wilkins,32,Feminino,49.95,15,34.95,Florida (FL)
2022-11-08,Refrigerante,Bebida,4.99,1,1,Laura Dorsey,Norte,10,Drive-Thru,Robert Ortiz,44,Masculino,4.99,1,3.99,New York (NY)
2023-09-06,Hambúrguer Simples,Hambúrguer,14.99,7,1,Dylan Frye,Centro,4,Drive-Thru,Danielle Collins,28,Masculino,14.99,7,7.99,Illinois (IL)
2021-12-20,Refrigerante,Bebida,4.99,1,7,Ryan Paul,Norte,4,Drive-Thru,Ricky Armstrong,32,Feminino,34.93,7,27.93,New York (NY)
2022-11-08,Hambúrguer Simples,Hambúrguer,14.99,7,4,Lauren Herrera,Oeste,13,Delivery,Mrs. Molly Smith,65,Feminino,59.96,28,31.96,California (CA)
2023-03-22,Batata Frita,Acompanhamento,9.99,3,5,Nathaniel Lewis MD,Leste,9,Balcão,Alyssa Oneal,29,Feminino,49.95,15,34.95,Florida (FL)
2022-08-10,Milkshake,Sobremesa,10.99,5,3,Patrick Garcia,Norte,10,Balcão,Kimberly Adkins,56,Feminino,32.97,15,17.97,New York (NY)
2023-04-03,Hambúrguer Duplo,Hambúrguer,19.99,10,5,Louis Horne,Leste,13,Delivery,Deanna Warren,25,Feminino,99.95,50,49.94999999999999,Florida (FL)
2023-02-10,Batata Frita,Acompanhamento,9.99,3,9,Leroy Green,Centro,1,Balcão,Edward Kerr,31,Feminino,89.91,27,62.91,Illinois (IL)
2023-01-23,Refrigerante,Bebida,4.99,1,7,Kristen Richardson,Centro,14,Delivery,Jason Shaw,48,Masculino,34.93,7,27.93,Illinois (IL)
2022-04-23,Batata Frita,Acompanhamento,9.99,3,4,Abigail Gray,Centro,14,Drive-Thru,Stephen Jimenez,64,Feminino,39.96,12,27.96,Illinois (IL)
2021-11-24,Refrigerante,Bebida,4.99,1,1,Alyssa Thomas,Norte,3,Delivery,Sandra Wilson,18,Feminino,4.99,1,3.99,New York (NY)
2022-12-18,Refrigerante,Bebida,4.99,1,3,Christopher Perry,Leste,8,Delivery,Philip Phillips,45,Masculino,14.97,3,11.97,Florida (FL)
2023-01-16,Hambúrguer Duplo,Hambúrguer,19.99,10,2,Tracy Frost,Sul,11,Delivery,Robert Anderson,24,Feminino,39.98,20,19.98,Texas (TX)
2022-07-11,Batata Frita,Acompanhamento,9.99,3,3,Patricia Henderson,Leste,6,Delivery,Christopher Garcia,54,Masculino,29.97,9,20.97,Florida (FL)
2022-12-10,Hambúrguer Simples,Hambúrguer,14.99,7,3,Diana Kelly,Sul,8,Drive-Thru,Shannon Wright,62,Masculino,44.97,21,23.97,Texas (TX)
2022-02-04,Hambúrguer Duplo,Hambúrguer,19.99,10,1,Erica Johnson,Oeste,1,Drive-Thru,Carrie Stewart,28,Masculino,19.99,10,9.989999999999998,California (CA)
2021-12-14,Hambúrguer Simples,Hambúrguer,14.99,7,3,Troy Thompson,Norte,9,Delivery,Misty Berg,30,Feminino,44.97,21,23.97,New York (NY)
2021-11-27,Hambúrguer Duplo,Hambúrguer,19.99,10,1,Gregory Carter,Oeste,15,Balcão,Benjamin Williams,22,Masculino,19.99,10,9.989999999999998,California (CA)
2022-02-22,Batata Frita,Acompanhamento,9.99,3,5,Jessica Combs,Oeste,13,Drive-Thru,Anthony Butler,32,Feminino,49.95,15,34.95,California (CA)
2022-08-03,Batata Frita,Acompanhamento,9.99,3,6,Brianna Evans,Leste,3,Drive-Thru,Cindy Contreras,29,Feminino,59.94,18,41.94,Florida (FL)
2021-11-03,Hambúrguer Duplo,Hambúrguer,19.99,10,6,Steven Parker,Oeste,5,Balcão,Katherine Soto,28,Feminino,119.94,60,59.94,California (CA)
2023-08-28,Refrigerante,Bebida,4.99,1,9,Daniel Taylor,Oeste,8,Delivery,Kim Drake,27,Feminino,44.91,9,35.910000000000004,California (CA)
2021-10-14,Milkshake,Sobremesa,10.99,5,3,Christopher Matthews,Centro,11,Balcão,Mrs. Melissa Williams,38,Feminino,32.97,15,17.97,Illinois (IL)
2023-06-21,Sundae,Sobremesa,7.99,3,6,Gabrielle Hall,Oeste,10,Balcão,Eric Moore,48,Masculino,47.94,18,29.94,California (CA)
2022-11-04,Hambúrguer Simples,Hambúrguer,14.99,7,9,Don Malone,Centro,1,Balcão,Kenneth Marks,65,Feminino,134.91,63,71.91,Illinois (IL)
2023-02-14,Refrigerante,Bebida,4.99,1,6,Christopher Rivera,Oeste,14,Delivery,Bradley Carney,18,Feminino,29.94,6,23.94,California (CA)
2022-12-20,Sundae,Sobremesa,7.99,3,4,Denise Bennett,Leste,15,Drive-Thru,Luis Smith,31,Masculino,31.96,12,19.96,Florida (FL)
2022-01-26,Hambúrguer Duplo,Hambúrguer,19.99,10,9,Kristin Jackson,Centro,2,Delivery,Randy Collins,30,Feminino,179.91,90,89.91,Illinois (IL)
2022-07-11,Milkshake,Sobremesa,10.99,5,10,Ryan Perez,Leste,5,Drive-Thru,Dylan Martinez,47,Masculino,109.9,50,59.900000000000006,Florida (FL)
2023-03-14,Milkshake,Sobremesa,10.99,5,3,Cheryl Butler,Leste,11,Drive-Thru,Chloe Harris,50,Masculino,32.97,15,17.97,Florida (FL)
2022-08-28,Batata Frita,Acompanhamento,9.99,3,3,Dustin Taylor,Leste,6,Drive-Thru,Nicholas Curry,65,Masculino,29.97,9,20.97,Florida (FL)
2023-02-08,Hambúrguer Simples,Hambúrguer,14.99,7,6,Douglas Christensen,Norte,2,Delivery,Joshua Washington,60,Feminino,89.94,42,47.94,New York (NY)
2023-06-08,Sundae,Sobremesa,7.99,3,8,Randy Bell,Sul,3,Delivery,Samantha Daniels,60,Feminino,63.92,24,39.92,Texas (TX)
2022-04-02,Milkshake,Sobremesa,10.99,5,7,Debra Stanton,Norte,1,Delivery,Amy Evans,35,Feminino,76.93,35,41.93000000000001,New York (NY)
2023-09-19,Batata Frita,Acompanhamento,9.99,3,8,Sarah Evans,Sul,15,Drive-Thru,Rebecca Green,58,Feminino,79.92,24,55.92,Texas (TX)
2022-05-20,Refrigerante,Bebida,4.99,1,6,Alicia Walker,Centro,3,Balcão,Gary Fleming,49,Masculino,29.94,6,23.94,Illinois (IL)
2022-09-15,Sundae,Sobremesa,7.99,3,2,Amanda Roy,Oeste,9,Balcão,Victor Burke,27,Feminino,15.98,6,9.98,California (CA)
2021-11-15,Milkshake,Sobremesa,10.99,5,6,Mckenzie Munoz,Centro,4,Balcão,Danielle Moore,40,Masculino,65.94,30,35.94,Illinois (IL)
2023-01-26,Hambúrguer Duplo,Hambúrguer,19.99,10,3,Yvette Hoffman,Sul,13,Balcão,Jacob Martin,67,Masculino,59.97,30,29.97,Texas (TX)
2021-11-23,Refrigerante,Bebida,4.99,1,8,Deborah Martinez,Centro,4,Balcão,Kenneth Hayes,36,Feminino,39.92,8,31.92,Illinois (IL)
2022-08-17,Batata Frita,Acompanhamento,9.99,3,1,Michael Chen,Oeste,15,Drive-Thru,Darius Watson,20,Masculino,9.99,3,6.99,California (CA)
2021-12-30,Refrigerante,Bebida,4.99,1,7,John Wright,Centro,4,Balcão,Elizabeth Patrick,48,Feminino,34.93,7,27.93,Illinois (IL)
2023-08-20,Batata Frita,Acompanhamento,9.99,3,9,Aaron Gordon,Sul,4,Drive-Thru,David Mcgrath,69,Masculino,89.91,27,62.91,Texas (TX)
2021-11-12,Refrigerante,Bebida,4.99,1,5,Aaron Foley,Oeste,5,Delivery,Theodore King,22,Masculino,24.950000000000003,5,19.950000000000003,California (CA)
2022-02-13,Refrigerante,Bebida,4.99,1,8,Raymond Larson,Norte,5,Drive-Thru,Joshua Schmitt,18,Feminino,39.92,8,31.92,New York (NY)
2022-07-14,Refrigerante,Bebida,4.99,1,7,Derrick Murphy,Sul,11,Delivery,Emily Hall,21,Feminino,34.93,7,27.93,Texas (TX)
2023-07-14,Milkshake,Sobremesa,10.99,5,2,Todd Mills,Norte,13,Delivery,Jon Nguyen,22,Feminino,21.98,10,11.98,New York (NY)
2022-03-04,Hambúrguer Simples,Hambúrguer,14.99,7,4,Wendy Jones,Leste,5,Balcão,Donna Floyd,65,Masculino,59.96,28,31.96,Florida (FL)
2023-04-18,Batata Frita,Acompanhamento,9.99,3,8,Mrs. Shawna Oliver,Norte,5,Drive-Thru,Edward Barr,20,Feminino,79.92,24,55.92,New York (NY)
2022-12-25,Hambúrguer Simples,Hambúrguer,14.99,7,9,Katelyn Gordon,Centro,12,Drive-Thru,Daniel Beck,68,Feminino,134.91,63,71.91,Illinois (IL)
2023-06-19,Milkshake,Sobremesa,10.99,5,2,Kevin Costa,Norte,2,Delivery,Maria Murray,25,Feminino,21.98,10,11.98,New York (NY)
2022-08-15,Hambúrguer Simples,Hambúrguer,14.99,7,9,Carol Thomas,Norte,6,Balcão,Michele Hunt,53,Masculino,134.91,63,71.91,New York (NY)
2021-12-08,Batata Frita,Acompanhamento,9.99,3,6,Deborah Cohen,Centro,9,Balcão,Megan Johnson,29,Feminino,59.94,18,41.94,Illinois (IL)
2022-11-09,Hambúrguer Duplo,Hambúrguer,19.99,10,8,Katherine Peck,Centro,10,Drive-Thru,Andrew Hayes,18,Masculino,159.92,80,79.91999999999999,Illinois (IL)
2023-07-23,Milkshake,Sobremesa,10.99,5,1,Micheal Jackson,Sul,5,Balcão,Justin Miller,46,Masculino,10.99,5,5.99,Texas (TX)
2022-12-31,Refrigerante,Bebida,4.99,1,9,Mr. Joel Allen,Sul,13,Balcão,Victoria Marquez,42,Feminino,44.91,9,35.910000000000004,Texas (TX)
2022-06-12,Batata Frita,Acompanhamento,9.99,3,5,Christopher Anderson,Norte,12,Delivery,Ellen Mack,34,Feminino,49.95,15,34.95,New York (NY)
2023-01-24,Refrigerante,Bebida,4.99,1,4,Amanda Phillips,Oeste,3,Balcão,Gilbert Cochran,69,Masculino,19.96,4,15.96,California (CA)
2022-10-27,Refrigerante,Bebida,4.99,1,3,Michael Douglas,Sul,6,Drive-Thru,Andrea Smith,60,Masculino,14.97,3,11.97,Texas (TX)
2022-12-02,Sundae,Sobremesa,7.99,3,2,Christopher Benitez,Leste,9,Delivery,Lindsey Jones DVM,28,Feminino,15.98,6,9.98,Florida (FL)
2023-02-24,Hambúrguer Duplo,Hambúrguer,19.99,10,3,Jeremy Mcknight,Norte,12,Drive-Thru,Miranda Cisneros,49,Masculino,59.97,30,29.97,New York (NY)
2022-08-21,Hambúrguer Simples,Hambúrguer,14.99,7,9,Brian Wallace,Leste,5,Delivery,Denise Lucas,28,Masculino,134.91,63,71.91,Florida (FL)
2022-10-08,Hambúrguer Simples,Hambúrguer,14.99,7,2,Alexander Jackson,Sul,11,Delivery,James Wolfe,37,Masculino,29.98,14,15.98,Texas (TX)
2023-08-25,Refrigerante,Bebida,4.99,1,4,Tanya Mays,Norte,5,Balcão,Patrick Zamora,19,Feminino,19.96,4,15.96,New York (NY)
2023-08-30,Batata Frita,Acompanhamento,9.99,3,9,Thomas Stephens MD,Norte,1,Drive-Thru,James Diaz,66,Masculino,89.91,27,62.91,New York (NY)
2023-03-04,Batata Frita,Acompanhamento,9.99,3,9,Elizabeth Peterson,Oeste,9,Delivery,Dana Wilson,18,Feminino,89.91,27,62.91,California (CA)
2021-10-21,Hambúrguer Duplo,Hambúrguer,19.99,10,4,Bradley Cox,Leste,5,Delivery,Tamara Frank,27,Feminino,79.96,40,39.96,Florida (FL)
2022-12-18,Hambúrguer Duplo,Hambúrguer,19.99,10,10,Nathaniel Robinson,Oeste,5,Balcão,Christopher Thomas,65,Feminino,199.9,100,99.89999999999998,California (CA)
2023-02-05,Refrigerante,Bebida,4.99,1,3,Michael Kelley,Sul,6,Delivery,Christopher Blake,63,Masculino,14.97,3,11.97,Texas (TX)
2022-04-15,Batata Frita,Acompanhamento,9.99,3,8,Jeffrey Sweeney,Norte,6,Balcão,Amber Williams,29,Masculino,79.92,24,55.92,New York (NY)
2021-11-24,Batata Frita,Acompanhamento,9.99,3,8,Lisa Long,Leste,13,Balcão,Dylan Martin,29,Masculino,79.92,24,55.92,Florida (FL)
2022-04-29,Hambúrguer Simples,Hambúrguer,14.99,7,9,Shannon Hobbs,Sul,1,Delivery,Dr. Todd Bradley,51,Feminino,134.91,63,71.91,Texas (TX)
2023-08-22,Sundae,Sobremesa,7.99,3,2,Brenda Hebert,Leste,6,Drive-Thru,Phillip Collins,33,Masculino,15.98,6,9.98,Florida (FL)
2023-02-27,Hambúrguer Duplo,Hambúrguer,19.99,10,10,Michael Ryan,Leste,11,Drive-Thru,Kenneth Thornton,43,Feminino,199.9,100,99.89999999999998,Florida (FL)
2022-02-26,Refrigerante,Bebida,4.99,1,8,Cynthia Larson,Oeste,4,Balcão,George Davidson,63,Masculino,39.92,8,31.92,California (CA)
2023-05-20,Hambúrguer Duplo,Hambúrguer,19.99,10,7,Summer Payne,Oeste,5,Delivery,Anthony Johnson,20,Masculino,139.92999999999998,70,69.92999999999998,California (CA)
2022-07-26,Hambúrguer Duplo,Hambúrguer,19.99,10,4,Eric Green,Centro,9,Drive-Thru,Ana Cox,42,Masculino,79.96,40,39.96,Illinois (IL)
2022-06-22,Batata Frita,Acompanhamento,9.99,3,10,Jason Melton,Oeste,10,Drive-Thru,Antonio Garcia,40,Masculino,99.9,30,69.9,California (CA)
2022-02-26,Milkshake,Sobremesa,10.99,5,2,Robert Anderson,Sul,9,Drive-Thru,Dr. Charles Moon,64,Feminino,21.98,10,11.98,Texas (TX)
2022-07-14,Sundae,Sobremesa,7.99,3,1,Kimberly Cooper,Norte,9,Balcão,Scott Moore,20,Feminino,7.99,3,4.99,New York (NY)
2023-06-23,Milkshake,Sobremesa,10.99,5,5,Hannah Greene,Oeste,4,Drive-Thru,Nicole Thomas,31,Masculino,54.95,25,29.950000000000003,California (CA)
2023-01-17,Refrigerante,Bebida,4.99,1,4,Renee Finley,Centro,14,Drive-Thru,Elizabeth Williams,24,Feminino,19.96,4,15.96,Illinois (IL)
2023-04-02,Sundae,Sobremesa,7.99,3,5,Maria Fitzgerald,Centro,1,Balcão,Mrs. Cynthia Leblanc MD,40,Feminino,39.95,15,24.950000000000003,Illinois (IL)
2022-07-03,Hambúrguer Simples,Hambúrguer,14.99,7,9,Eric Evans,Oeste,13,Delivery,Michael Torres,47,Feminino,134.91,63,71.91,California (CA)
2022-12-14,Hambúrguer Duplo,Hambúrguer,19.99,10,5,Dawn Weber DDS,Leste,11,Balcão,Christine Hayes,38,Feminino,99.95,50,49.94999999999999,Florida (FL)
2022-11-11,Hambúrguer Simples,Hambúrguer,14.99,7,5,David Ruiz,Centro,5,Drive-Thru,Mary Perry,21,Feminino,74.95,35,39.95,Illinois (IL)
2023-07-13,Hambúrguer Duplo,Hambúrguer,19.99,10,7,Eddie Strickland,Leste,14,Drive-Thru,Sabrina Potts,39,Masculino,139.92999999999998,70,69.92999999999998,Florida (FL)
2022-06-01,Hambúrguer Duplo,Hambúrguer,19.99,10,9,Timothy Carroll,Leste,5,Balcão,Monique Griffin,60,Feminino,179.91,90,89.91,Florida (FL)
2023-03-24,Batata Frita,Acompanhamento,9.99,3,10,Logan Daniels,Sul,14,Delivery,Ryan Raymond,68,Feminino,99.9,30,69.9,Texas (TX)
2023-06-02,Hambúrguer Simples,Hambúrguer,14.99,7,2,Brandon Ramos,Centro,4,Balcão,Joy Jones,34,Masculino,29.98,14,15.98,Illinois (IL)
2023-09-25,Refrigerante,Bebida,4.99,1,4,Christina Santos,Centro,1,Drive-Thru,Christopher Rocha,54,Masculino,19.96,4,15.96,Illinois (IL)
2023-01-20,Hambúrguer Duplo,Hambúrguer,19.99,10,10,Aaron Rose,Norte,10,Balcão,Jennifer Davidson,35,Feminino,199.9,100,99.89999999999998,New York (NY)
2022-08-29,Refrigerante,Bebida,4.99,1,7,Christina Snyder,Centro,2,Delivery,Amy Meyer,30,Masculino,34.93,7,27.93,Illinois (IL)
2023-04-22,Milkshake,Sobremesa,10.99,5,9,Gail White,Sul,15,Drive-Thru,Nicholas Graves,59,Feminino,98.91,45,53.91,Texas (TX)
2022-10-25,Sundae,Sobremesa,7.99,3,7,Shane Wright,Norte,13,Drive-Thru,Shelby Hall,35,Masculino,55.93,21,34.93,New York (NY)
2023-07-08,Batata Frita,Acompanhamento,9.99,3,8,Matthew Durham,Leste,9,Delivery,Andre Taylor,49,Feminino,79.92,24,55.92,Florida (FL)
2022-12-29,Refrigerante,Bebida,4.99,1,8,Tracy Johnson,Centro,14,Balcão,Timothy Bryant,37,Masculino,39.92,8,31.92,Illinois (IL)
2022-10-03,Sundae,Sobremesa,7.99,3,9,Beth Meyer,Centro,3,Drive-Thru,Nathaniel Beltran,49,Feminino,71.91,27,44.91,Illinois (IL)
